id;ipc_text;change_date;bulletin_year;bulletin_nr
14810580;"B64B1/50";2016-03-18;2016;16
83903587;"F03B17/06";1984-09-14;1984;46
84850022;"F03D7/02";1984-06-02;1984;31
10819913;"F03D11/00, F03D9/00, F03D1/00, H02G13/00";2012-07-06;2012;32
10819913;"F03D11/00, F03D7/02, F03D11/04";2014-03-21;2014;17
14789996;"F03D1/06";2016-08-12;2016;37
14790362;"G01L5/06";2016-06-17;2016;29
14796697;"B29C70/34, B29C70/54, B29C31/08, B29D99/00, F03D1/06";2016-08-19;2016;38
14792380;"B29C70/52, B29C70/54, B29C69/00, F03D1/06, B29D99/00, B29C70/86";2016-07-29;2016;35
14792380;"B29C70/52, B29C70/54, B29C69/00, F03D1/06, B29D99/00, B29C70/86, B29C70/08, B29C70/20, // B29L31/08, B29K105/08, B29K309/08, B29K105/10";2017-04-07;2017;19
14795894;"A61K38/16, A61P3/10";2016-07-22;2016;34
14796696;"B29C70/54, B26D3/02, B29D99/00, F03D1/06";2016-08-19;2016;38
14800380;"F24H9/20, F24D19/10";2016-03-11;2016;15
14800380;"F24H9/20, F24D19/10, G05D23/19, F24D3/10";2017-02-24;2017;13
10830050;"H01R12/51, H01R12/52, H01R12/55";2011-07-01;2011;31
10839556;"F03D11/00, F03D1/06";2012-09-28;2012;44
989036;"F03D1/06";2002-07-26;2002;37
1107921;"H02M1/12";2001-08-24;2001;41
1109291;"B64C23/06, B64C21/10";2001-09-14;2001;44
14812758;"F03D1/06";2016-09-23;2016;43
84107509;"B21D47/00";1984-11-10;1985;2
84302994;"A61B5/02";1984-10-15;1984;50
1114080;"F16H37/04, F16H57/02";2002-04-19;2002;23
1124099;"F16F15/14";2002-03-02;2002;16
6784479;"B64D15/12";2008-01-11;2008;7
14802312;"F03D1/06, B29C70/52, B29D99/00, B32B3/30";2016-08-19;2016;38
14806326;"F03B13/18, F03B13/20";2016-10-14;2016;46
10831217;"F01K25/10, H02J1/00, H02P9/04, H02P9/10, F01K13/02";2014-08-01;2014;36
10831217;"H02J3/38, H02J3/48, H02J3/50, H02P9/02, F01K25/10, F01K25/08, F01K13/02";2018-05-11;2018;24
14786978;"B64D27/26, F01D25/24";2016-06-10;2016;28
14795552;"H02J3/16, H02J3/38";2016-09-02;2016;40
14795552;"H02J3/46, F03D9/25, H02J3/16, H02J3/38";2017-06-02;2017;27
5725045;"F01C1/344, F01C21/06";2010-11-19;2010;51
5748695;"B60P3/00";2007-03-23;2007;17
10817169;"H02P9/00, F03D7/00, F03D7/04, F03D9/00";2012-06-22;2012;30
14794815;"G06Q20/20";2016-02-12;2016;11
14794815;"G06Q20/20, G06Q20/32, G06Q30/02";2016-08-19;2016;38
14796694;"H02J3/38, F03D7/04, H02J13/00, H02J3/00";2016-09-02;2016;40
14802077;"F01D5/14";2016-09-02;2016;40
14807314;"F02C7/12, F02C7/18, F01D25/12, F01D5/18, F04D29/58";2015-12-18;2016;3
10825883;"F03D3/06, F01D5/30, B64C27/473";2012-08-03;2012;36
10825934;"F03D11/00";2012-08-03;2012;36
10828338;"B29C70/16, C08J5/06, F01D25/00, F02C7/00, F04D29/52, B29K105/08, B29L23/00, B29L31/30";2012-08-10;2012;37
14784432;"B24B19/14, B24B31/06, B23P15/00";2016-07-22;2016;34
14786804;"H02P3/04, H02P27/16, H04B3/54, H02H7/08";2016-08-05;2016;36
14807314;"F01D5/18";2016-10-28;2016;48
14807314;"F01D9/06, F01D5/18";2018-06-01;2018;27
83901509;"F16D39/00, F03G7/04, F01K27/00, F03D5/04";1984-02-04;1984;14
5727551;"B29B15/08, B29C43/20, B29C70/54, B29B11/16";2008-03-14;2008;16
5727551;"B29B15/12, B29B15/08, B29B11/16, B29C43/12, B29C43/20, B29C43/36, B29C70/54";2012-03-23;2012;17
14811761;"F03D13/00, F03D1/00";2016-09-16;2016;42
14811761;"F03D13/00, F03D80/50, F03D80/60";2017-07-14;2017;33
84401130;"H02K19/10, H02K5/173";1984-10-15;1984;50
990763;"H02P9/14";2002-11-01;2002;51
1108887;"A62C39/00";2001-09-07;2001;43
14787748;"F01D25/24, F01D25/12, F02C7/12, F04D29/52, F04D29/58, F01D9/04, F02C7/18, F01D9/06, F01D25/16";2016-12-02;2017;1
14806533;"F03D1/00";2016-09-02;2016;40
14811763;"F03D1/00, B66C1/10";2016-09-16;2016;42
14811763;"F03D80/50, B66C1/10";2018-01-12;2018;7
1109636;"F16H1/32";2001-10-12;2001;48
1109636;"F16H1/32, F16H25/20, H02K7/06";2004-04-16;2004;23
1109636;"F16H1/32";2004-06-18;2004;32
14785275;"B64D15/12";2016-01-22;2016;8
14785275;"B64D15/12, H02K5/04, H02K9/22, H02K7/18, // B64C27/12, B64C27/32, H02K16/00, H02K5/18, H02K21/26, H02K7/00, H02K11/042";2016-11-18;2016;51
84900153;"B64C3/20";1985-08-16;1985;42
1100769;"B63H11/08, B63H23/24";2001-06-22;2001;32
1116388;"F01D25/28, F02C7/20";2002-11-22;2003;2
1112495;"H02K3/22, H02K9/19, H02K9/193, H02K3/487, H02K15/00";2001-11-16;2002;1
1113167;"H02J7/14, H02J7/34";2001-11-16;2002;1
84115455;"C08K5/53, C08L33/24, C08J9/00";1985-05-04;1985;27
84850036;"F04D13/06, F04D15/00, F04D29/40";1984-07-14;1984;37
5725733;"H02K35/02, H02K11/04, H02K7/18, F03B13/18, F03B13/20, F03B15/00, H02P3/22, B60L7/00, H02P9/00, H02P25/18";2014-12-12;2015;3
6787019;"F16H7/02, F03D9/00";2008-02-22;2008;13
6791674;"F16J15/00, F16J15/32, F16J15/54, F16C33/78, F16C19/16";2008-04-11;2008;20
14795258;"B64D15/20";2015-12-18;2016;3
14798232;"F01D9/02, F01D5/28, F04D29/38";2015-12-04;2016;1
14798232;"F01D9/02, F01D5/28, F04D29/38, F01D9/06, F01D9/04, F01D25/16";2016-10-14;2016;46
1115808;"H01R39/58";2002-11-15;2003;1
1126847;"F16J15/34";2002-03-28;2002;20
1126847;"F16J15/34, F04D29/12";2003-10-17;2003;49
84109337;"F03D5/02";1985-02-01;1985;14
84109371;"H02K19/22, H02K23/54, H02K9/04, H02K3/26";1984-12-28;1985;9
6765010;"A61L2/28, C12M1/34, C12Q1/22";2008-03-07;2008;15
6785105;"H02K3/47";2008-02-01;2008;10
11184336;"G01R31/00";2012-04-17;2012;16
6779575;"F16C32/06, F16C13/00";2008-05-16;2008;25
6786059;"B64C23/06";2008-02-08;2008;11
11188991;"B63H9/02";2012-05-08;2012;19
11191603;"F03D11/02, F03D7/04";2012-06-19;2012;25
11191603;"F03D17/00, // F03D7/04";2017-02-03;2017;10
11193239;"B66D1/36, F03D11/00";2013-06-18;2013;25
1120119;"G01P5/00";2001-10-12;2001;48
1120302;"F16H57/08";2002-01-25;2002;11
6765170;"F03B13/26, F03D1/02, F03B3/12, H02K7/18, F03B13/10";2008-04-04;2008;19
14810755;"F03B17/06, F03B15/00, F16H1/46, F03B15/08";2017-03-03;2017;14
14810885;"F16C33/62, C22C38/00, C22C38/34, C22C38/44, F16C19/34, F16C33/48";2016-03-18;2016;16
5729238;"F03B13/10";2006-11-17;2006;51
5729238;"F03B13/10, F03B13/16, F03B13/18";2013-01-18;2013;8
5743760;"F03D11/00, F03D3/06";2007-01-26;2007;9
14792478;"B63B35/44, F03D13/20";2017-07-14;2017;33
14792478;"B63B1/10, B63B21/50, E02B17/00, F03D13/25, B63B35/44, F03D13/20";2018-03-23;2018;17
11195328;"C23C28/00, C23C14/00";2012-07-04;2012;27
11195347;"F03D11/00, F03D7/02";2013-06-26;2013;26
11250680;"B64C3/24, B64C3/26, B64C11/26, B64C27/473, B64C3/18";2012-02-08;2012;6
14795461;"F16H1/28, F16H1/48, F02C7/00, F01D25/00, F16C19/38";2016-02-12;2016;11
14795461;"F16H1/28, F16H1/48, F02C7/36, F01D21/04";2016-03-25;2016;17
10838529;"F04D29/66";2012-09-28;2012;44
14784788;"F03B13/00, F03D9/00, F03B11/00, F03B3/00";2016-01-22;2016;8
14799161;"F16H57/022, F16C25/06, F03D15/00";2016-10-21;2016;47
14802333;"H02J3/36";2017-06-23;2017;30
14803205;"H02K21/24, H02K7/18, F03D9/00, H02K1/27, H02K3/04";2016-08-26;2016;39
1108311;"G08G1/16";2001-09-07;2001;43
1128196;"H02K21/16, H02K3/28";2003-04-15;2003;22
6768438;"B60L11/18, B60L9/18, B60L11/14, B60R16/03, B60R16/04";2008-03-21;2008;17
14803812;"F03D13/00, F03B3/04, F03B3/12, F03D1/06";2016-03-11;2016;15
14803812;"F03D13/00, F03B3/04, F03B3/12, F03D1/06, F03B13/26, F03B17/06";2017-01-20;2017;8
14810885;"F16C33/62, C22C38/00, C22C38/02, C22C38/04, C22C38/18, C22C38/34, C22C38/44, C22C38/12, C22C38/40, F16C19/34, F16C33/48, C23C8/32, C21D9/36, C21D9/40, F16C19/36";2017-02-17;2017;12
14793793;"F03D7/06, F03D3/04";2016-07-15;2016;33
14796235;"F16H57/08";2016-07-15;2016;33
14800111;"F03D1/06, F03D1/02, F03D7/02";2016-07-22;2016;34
11184336;"G01R31/00, G01R31/34";2017-12-15;2018;3
11187862;"F03D1/00, F03D1/06";2013-05-07;2013;19
11190134;"H02M1/32, H02H7/12, // H02M7/49";2013-05-28;2013;22
14796750;"H02P6/00";2016-08-19;2016;38
14801545;"H02J3/36, H01M8/04";2016-02-26;2016;13
14801545;"H01M8/04, H01M8/04828, H01M8/04955, H02J3/38, H01M8/04858";2016-10-28;2016;48
11183267;"F01K3/12, F01K21/04";2013-04-02;2013;14
11183778;"F16C33/51";2012-04-11;2012;15
11183778;"F16C33/51, F16C19/36";2012-07-06;2012;32
14806856;"C08G18/06, B32B15/095, B32B27/40, C08J5/24, C08J9/28, C08L75/04, C09D175/04, C09J11/08, C09J175/04";2016-03-11;2016;15
14784788;"F03B13/00, F03D9/00, F03B11/00, F03B3/00, F03D3/02, F03B17/06";2016-04-08;2016;19
14792383;"F03D7/04, F03D7/02, F03D15/00, H02J3/38";2016-09-09;2016;41
10816768;"H02K1/18, H02K16/02, H02K1/04, H02K23/58";2012-06-22;2012;30
10821061;"F01D5/00";2012-07-06;2012;32
14805170;"F03D13/00, F03D1/00";2016-09-09;2016;41
14808931;"H02M7/493, H02J3/38, H02J3/36";2016-07-29;2016;35
84109371;"H02K21/24, H02K23/54, H02K9/04, H02K3/26, H02K23/54";1985-12-20;1986;8
84109371;"H02K21/24, H02K3/26, H02K9/04, H02K19/22, H02K23/54";1986-02-06;1986;13
14805318;"F03G7/08, F03D9/00";2016-07-29;2016;35
14805418;"B65D75/00, B65D75/20, B65D75/52, B65D75/54, B65D75/56, B65D30/10, B65D75/58, B65D33/02, B65D81/03, B65B1/02, B65B3/02, B65B5/02, B65B31/04, B65D33/00";2016-08-12;2016;37
84111956;"G01B11/16";1985-06-08;1985;32
84307375;"B01D46/24, B01D46/04";1985-03-30;1985;22
84402603;"F16H1/20";1985-08-10;1985;41
11183273;"F01K3/12";2013-04-02;2013;14
11183309;"H02K41/03, H02K21/12";2012-04-03;2012;14
11183309;"H02K16/02, H02K16/04, H02K41/03, H02K21/12, H02K16/00";2014-01-10;2014;7
10821061;"F04D25/08, F04D29/38";2017-06-30;2017;31
10823469;"C10M169/02, C10M101/02, C10M105/04, C10M105/18, C10M105/32, C10M107/02, C10M115/08, C10M135/10, C10N20/02, C10N30/00, C10N30/02, C10N30/06, C10N30/12, C10N40/02, C10N50/10";2012-07-20;2012;34
14789151;"F03D13/00";2016-07-15;2016;33
14790505;"F03D7/02";2016-07-22;2016;34
14790505;"F03D7/04, F03D7/06, H02J11/00, H02P9/06, H02K7/18";2017-10-13;2017;46
14792627;"A23L33/17";2016-07-15;2016;33
14792845;"F03D9/00";2016-12-16;2017;3
14799766;"B29D99/00, F03D1/06, B29C45/00, B29C45/14";2016-08-26;2016;39
11187317;"F01K3/12, F28D20/00";2013-04-30;2013;18
11189582;"H05K5/02, F24F3/14, F28F17/00";2013-05-21;2013;21
14792383;"F03D7/04, F03D17/00, F03D7/02, H02J3/38";2018-06-22;2018;30
14800428;"H02M7/12, H02J3/36";2016-02-26;2016;13
11382089;"F03D1/00, F03D11/00";2012-10-02;2012;40
11382274;"F03D7/02";2013-02-05;2013;6
11382376;"F03D7/04";2013-06-04;2013;23
14805811;"F01D5/02, F01D5/14, B23P15/04";2016-09-16;2016;42
14806320;"E04H12/12, F03D13/20, E04H12/16, E04H12/18, E02D27/42";2016-10-14;2016;46
14801158;"F24D10/00, F01K25/00, F24D3/18";2016-02-26;2016;13
14801158;"F24D10/00, F01K25/00, F24D3/18, F01K23/00, F01K17/00, F25B27/02, F25B30/04, F24D19/10, F01K13/00, F25B15/06, F01K13/02, F01K23/10";2017-02-24;2017;13
6768438;"B60L11/18, B60L9/18, B60L11/14, B60R16/03, B60R16/04, B60L11/12, B60L15/00, B60L15/20";2017-03-24;2017;17
1126909;"G01L5/28, B60T17/22, H02P3/04";2002-05-03;2002;25
6776857;"B63B35/79, B63H9/06, B64C31/06, B63B15/00";2009-04-03;2009;19
6788475;"F03D9/00, H02P9/04, F03D9/02, F03D7/02";2012-11-16;2012;51
11185445;"F03D1/06, F03D11/00";2012-05-01;2012;18
991753;"H01M2/00";2002-08-23;2002;41
1111524;"G09F15/00, G09F7/22";2001-09-28;2001;46
1125828;"A47L15/46";2002-04-12;2002;22
14812875;"F03D15/00";2016-08-19;2016;38
83903232;"H01T7/00, H01T1/14, // H01Q1/50, H02G13/00";1984-08-17;1984;42
14808821;"H02J3/38, H02J11/00";2016-09-23;2016;43
84111999;"F03B17/06, F03D3/06";1985-02-16;1985;16
84303974;"G01R31/28";1984-10-20;1984;51
14798944;"E02D13/00, E02D27/52, E02D7/06";2017-02-24;2017;13
14808822;"F03D13/00, F03D1/00";2016-09-09;2016;41
14805804;"B29C70/54, B29C70/22, B29C70/50, B29B11/16, D04H3/04, D04H3/045, D04H3/147, B29L31/08, B29C70/48";2016-08-26;2016;39
10828338;"B29C70/16, C08J5/06, F01D25/00, F02C7/00, F04D29/52, B29K105/08, B29L23/00, B29L31/30, B29C53/60, B29C70/32, B29C53/56";2014-09-26;2014;44
6791370;"H02P9/10";2009-04-17;2009;21
11183274;"F25B9/06, F01K3/00, F02C6/14, F02C1/02, F02C1/10, F22B1/28, F01K27/02";2013-04-02;2013;14
10822101;"F15D1/10, B64C23/00";2012-07-13;2012;33
10831661;"F16C33/58, F16C19/16, F16C19/18, F16H48/06";2012-08-24;2012;39
11183808;"F03D11/00";2013-04-09;2013;15
11184871;"F03D1/06";2012-05-01;2012;18
11188220;"E04H12/08, F03D11/04";2012-05-15;2012;20
11190311;"G01R31/40";2012-05-29;2012;22
11190311;"G01R31/40, G01R31/42";2013-10-11;2013;46
11192476;"F03B7/00, F03B17/06";2012-06-12;2012;24
14790505;"F03D7/02, F03D7/06, F03D7/04, F03D3/06";2017-11-03;2017;49
14792895;"F03D1/06";2016-06-10;2016;28
14794341;"F01K13/00";2016-02-12;2016;11
14794341;"F01K13/00, H02J15/00";2017-01-20;2017;8
14805171;"H02J3/38, F03D7/04";2016-09-16;2016;42
10829006;"F03D3/02";2012-08-10;2012;37
10829006;"F03D3/02, F03D3/04, F03D11/04";2014-06-06;2014;28
10830427;"F03B17/06, F03B11/06, F03B3/12, F03B13/26";2012-08-03;2012;36
14808676;"F03D13/20, F03D3/00, F03D3/06";2016-09-16;2016;42
84116003;"C08G65/22, C08G65/32";1985-05-18;1985;29
84111563;"F04D29/36";1986-02-14;1986;14
84114622;"G01B17/00";1985-05-04;1985;27
84301751;"F03D7/04, G05D13/62";1984-08-04;1984;40
1106042;"H02J3/38";2001-08-10;2001;39
1106042;"H02J3/38, H02J7/34, H02J3/32, F03D9/02";2005-02-25;2005;15
11382376;"F03D7/04, F03D7/02";2016-01-29;2016;9
11702467;"F03D1/06";2012-11-16;2012;51
11707900;"B29C70/84, B29C65/00, B29C65/42, F03D1/06";2012-11-16;2012;51
11193069;"F03D1/00";2013-06-18;2013;25
11193069;"B66C1/10, B66F11/00, F03D1/00";2015-03-27;2015;18
11193226;"F16L59/075";2012-06-01;2012;27
14809529;"F03D3/06";2016-10-28;2016;48
83902345;"H04R17/00";1985-05-11;1985;28
84111381;"F16H1/22, F16H13/02, F03D11/02";1986-02-14;1986;14
11709155;"F03B13/26, F03B17/06";2012-11-16;2012;51
11714386;"H01M4/90, H01M8/02, H01M8/18, H01M8/04, H01M8/06, H01M8/10";2012-11-02;2012;49
11183465;"E04C5/07, E04H12/12, F03D1/00";2013-04-02;2013;14
11183465;"F03D11/04, E04C5/07, E04H12/12";2015-02-27;2015;14
970172;"F03G7/04";2003-06-28;2003;33
970172;"F03G7/04, F03G6/04";2004-11-26;2005;2
985197;"F03D1/06";2002-08-16;2002;40
11195341;"F03D7/02";2013-06-26;2013;26
11275150;"H02K1/14";2012-06-05;2012;23
11382246;"F03D9/00, F03D7/02, F03D11/00";2013-01-22;2013;4
6777406;"H02K1/14";2008-02-08;2008;11
6778376;"E04H12/34, E04H12/12, E01D19/02, F03D11/04";2008-04-11;2008;20
84107733;"F01D5/14, F04D29/68";1984-12-14;1985;7
976086;"F03D1/00";2002-07-05;2002;34
6833036;"F16C27/06, F16C35/063, F16C35/067, F16D3/74, F16H13/08, F16H57/02, H02K7/116";2008-08-15;2008;38
11382246;"F03D9/00, F03D7/02, H02K1/06, H02K15/16, F03D17/00, H02K7/18";2017-02-03;2017;10
11382353;"F03D11/00, F16J15/32";2013-05-21;2013;21
14800428;"H02M7/19, H02M7/25, H02J3/36, // H02M7/487, H02M1/00, H02M7/483";2017-02-03;2017;10
84109336;"F03D5/02";1985-03-09;1985;19
11186896;"F03D1/06, F03D3/06";2013-04-30;2013;18
11190139;"H02G1/10, H02G9/02";2013-05-28;2013;22
11193848;"B63B21/50, F03D11/04";2013-06-18;2013;25
10833663;"F03D3/00, F03D13/20, F03D15/00";2016-11-25;2016;52
14786796;"F03D13/00, F03D1/06";2016-07-22;2016;34
987118;"F16H37/10";2002-08-02;2002;38
6834627;"C10M171/02, B62D1/20, F16D3/06, C10N20/02, C10N30/00, C10N30/06, C10N40/04, C10N50/10";2008-08-22;2008;39
6791416;"F03D1/00, F03D1/06, F03D11/00";2008-05-23;2008;26
6794795;"F03B13/26, F03B13/14, F03B13/18";2008-06-20;2008;30
11184435;"B29C70/34";2012-04-17;2012;16
11190396;"B64C27/46";2012-10-09;2012;41
11194370;"F03D1/00, F03D1/06";2013-06-26;2013;26
11187107;"F03D1/02, F03D3/02";2012-05-01;2012;18
11188294;"F03D7/04";2012-05-08;2012;19
11188294;"F03D7/04, H02P9/04, F03D7/02, H02P9/00";2014-05-16;2014;25
7002491;"F03D7/02";2007-08-17;2007;38
11720021;"B60P3/40, G06Q10/00, B63B35/00, F03D1/00, B66C9/00, B66C23/26, F03D11/00, F03D11/04";2012-11-30;2013;1
14795555;"F16H57/08, F16F1/38, F16H57/04";2016-07-22;2016;34
14799714;"F03D1/06";2016-07-22;2016;34
14806216;"E04H12/08, F03D13/20, E04H12/12, E04H12/16, E04H12/34";2016-10-14;2016;46
84301751;"F03D7/04, G05D13/62, G05D13/64";1988-04-23;1988;23
1112321;"F25B49/02, // B60H1/32";2001-10-19;2001;49
14806532;"F03D1/00";2017-08-18;2017;38
14809139;"F01K25/08";2016-07-22;2016;34
83901938;"C25D3/56";1985-05-11;1985;28
10831661;"F16C19/16, F16C19/18, F16C19/50, F16C19/54, F16C19/56, // F16C41/02, F16H1/14, F16H48/42";2017-02-24;2017;13
10824387;"F03D5/00";2012-07-27;2012;35
10824387;"F03D5/00, F03D3/06";2014-04-11;2014;20
10833629;"F03B13/18";2012-08-31;2012;40
6834627;"C10M171/02, B62D1/20, F16D3/06, C10N20/02, C10N30/00, C10N30/06, C10N40/04, C10N50/10, // C10N20/02, C10N30/06, C10N40/04, C10N50/10";2011-03-04;2011;14
11183806;"F03D1/00, H02K7/18";2013-04-09;2013;15
11183806;"H02K1/18, H02K1/27, H02K1/28, H02K5/15, H02K5/22, H02K7/08, F03D80/50, H02K7/18";2017-06-30;2017;31
11191651;"H02M5/458, H02P9/10, H02J3/38";2012-06-12;2012;24
11193204;"F03D7/02";2012-06-19;2012;25
11195497;"H02M5/257";2012-07-17;2012;29
14808823;"F03D7/02";2016-09-16;2016;42
14810496;"F03D15/00, F16D41/06";2016-03-18;2016;16
83901854;"E05D7/04, E05D7/06, E05D11/00, F16H29/20, F16H21/44";1984-03-09;1984;19
987557;"F04D29/24, F04D29/22, F04D29/30, F04D29/68";2002-08-02;2002;38
7000037;"F16J15/44, F01D11/02";2008-06-06;2008;28
6831076;"F03G5/04";2008-07-04;2008;32
11716549;"F03D1/06";2013-02-22;2013;13
11729049;"F03D7/02, F03D7/04";2013-04-05;2013;19
11186413;"E04G7/30, F03D1/00, F03D11/04, E04G3/24";2013-04-30;2013;18
11188871;"H02P9/00, H02P9/10";2012-03-01;2012;9
11382353;"F03D11/00, F16J15/32, F16J15/447";2014-08-01;2014;36
11461512;"F03D3/04";2012-10-23;2012;43
11700618;"B29C70/32, B29C70/54, B29C70/88, F16C7/00";2012-10-26;2012;48
7010504;"F03D7/02";2008-10-24;2008;48
11715966;"B29C53/58, F16L1/20, F16L9/12, F16L9/128, F16L53/00, F17D1/18, H05B3/14";2013-01-18;2013;8
11191729;"H02K1/16, H02K1/20";2013-06-04;2013;23
11191729;"H02K1/16, H02K1/20, // H02K1/14";2017-02-03;2017;10
6785622;"H01L29/768";2008-02-08;2008;11
6785622;"H01L29/768, F21V7/04";2009-05-01;2009;23
11183231;"F03B3/18, F03B17/06";2012-04-03;2012;14
84101584;"F03D3/06";1985-06-22;1985;34
6849844;"H01M8/18";2010-04-16;2010;20
7001910;"F01D9/02, F01D25/16, F02C3/14";2008-06-27;2008;31
11382264;"F03D1/06";2013-02-05;2013;6
11382350;"F03D7/02, H02P9/00";2013-05-21;2013;21
11400047;"B32B25/08";2013-04-23;2013;17
1125828;"A47L15/42, A47L15/46, // G01N21/53";2005-01-14;2005;9
6768285;"F04D29/38";2008-02-29;2008;14
11195497;"H02M5/27";2013-05-31;2013;27
11382090;"F03D11/00";2012-10-02;2012;40
11382090;"F03D11/00, F01D25/14";2015-12-11;2016;2
11382090;"F03D80/00, F01D25/14";2016-07-01;2016;31
11382307;"F03D11/00, F03D11/02, F03D7/02";2013-04-02;2013;14
14808679;"E04H12/12, B28B7/00, E04H12/18, F03D1/00, E04H12/34";2017-08-04;2017;36
14811940;"G01M5/00, G01M11/08, G02B6/36, B64D45/00, F03D7/00, B29C65/82, B29C65/48";2016-09-23;2016;43
11190134;"H02M1/32, H02H7/12, H02M7/483, // H02M7/49";2015-11-04;2015;49
11190445;"F03D11/02, F16H1/48";2012-06-05;2012;23
11450119;"E02D27/42, E04H12/22, F03D1/00";2012-05-01;2012;18
11703144;"F03B13/18";2012-11-30;2013;1
11705537;"F03D7/00, H02J3/18";2012-11-30;2013;1
1112321;"F25B49/02, B60H1/32, F04C29/10";2001-11-23;2002;2
1120392;"H02P9/30";2002-01-25;2002;11
1120392;"H02P9/30, H02P9/48, H02P21/00";2003-04-15;2003;22
11188513;"H02K1/27";2012-05-22;2012;21
11188513;"H02K1/27, // H02K29/03";2012-07-06;2012;32
11191657;"H02J3/12";2012-06-19;2012;25
6768285;"F04D29/38, F04D29/66";2011-04-29;2011;22
6774842;"B01F15/04, B01F3/20, G05D11/02";2008-04-25;2008;22
1115171;"F03D1/06, F01D25/36";2016-01-22;2016;8
6764936;"F03D9/00";2008-02-29;2008;14
6765004;"G01N21/47";2008-03-07;2008;15
11702787;"F03D7/02, F03D11/00";2012-11-30;2013;1
11702787;"F03D7/02";2016-02-12;2016;11
11706782;"G05B13/02";2012-10-05;2012;45
11195408;"G05F1/67, H02J7/35";2013-06-26;2013;26
11195876;"F03D7/04, F03D7/02";2013-07-02;2013;27
11195910;"F16C33/46, F16C33/48, F16C33/51, F16C19/38";2013-07-02;2013;27
14789157;"F03D15/00";2016-07-29;2016;35
14792508;"H02K1/32, H02K7/00, H02K7/116, F16H57/04, H02K7/08, H02K5/173";2017-08-04;2017;36
7009484;"B60B21/00, B60B21/06";2007-11-23;2007;52
11716565;"H02K1/27, H02K1/30";2013-02-01;2013;10
11719609;"B64C23/06";2013-02-01;2013;10
84113303;"C25D3/56, C25D7/06";1985-06-14;1985;33
84304270;"F16H25/06";1984-11-10;1985;2
1104887;"G01L1/24";2001-09-07;2001;43
11185273;"C09J7/00, C09J7/02, C09J133/06";2013-04-16;2013;16
11186609;"F03D1/06";2012-02-22;2012;8
11188622;"F16B11/00, // F16B37/04, F16B37/12";2012-05-18;2012;25
10834319;"B60L8/00";2012-09-07;2012;41
14786540;"F03D3/06";2016-06-24;2016;30
14799962;"F03D7/02";2016-08-26;2016;39
11382218;"H02J3/32, H02J3/38";2013-01-01;2013;1
11382218;"H02J3/50, H02J3/32";2018-02-23;2018;13
11700081;"H03K17/16, H02M7/00";2012-10-19;2012;47
11721245;"F03D7/04";2013-03-22;2013;17
11727748;"G01W1/10, F03D7/04";2013-03-22;2013;17
11727748;"F03D11/00, G01W1/10, F03D7/04";2014-07-11;2014;33
11706537;"B23P6/00, F01D11/12";2012-12-14;2013;3
11708174;"F16F7/10";2013-12-06;2014;2
11708174;"E04B1/98, E04H9/02, F16F7/10";2014-10-24;2014;48
6774842;"B01F15/00, G05D11/13";2012-04-21;2012;21
6774842;"B01F15/00";2014-04-04;2014;19
11190476;"F03D7/02";2012-05-29;2012;22
14812542;"G08C17/02";2016-09-23;2016;43
84106725;"C08L75/04, C08K3/04, C08G18/65, C08G18/76, C08J5/18, H01B1/24";1984-10-26;1984;52
6791000;"F03G3/00";2008-07-11;2008;33
6791450;"F03D11/00, H02G13/00";2008-06-20;2008;30
11187380;"F03D1/00, F03D1/06, B05C5/02";2012-05-01;2012;18
10834605;"B23K31/00, B23K15/00, B23K15/06, F03D11/04";2012-07-27;2012;35
10834605;"B23K31/00, B23K15/00, B23K15/06, F03D11/04, C21D6/00, C21D9/50, C21D1/09";2013-06-14;2013;29
84109336;"F03D5/02, F03B9/00";1985-10-23;1985;52
84830026;"B29D23/12";1984-08-25;1984;43
966652;"F03B17/06, F03D3/06";2002-06-21;2002;32
11715966;"B29C53/58, B32B27/30, B32B27/32, B32B37/00, B32B1/08, F16L55/00, F16L1/20, F16L9/12, F16L9/128, F16L53/00, F17D1/18, B32B27/34, H05B3/14";2013-11-29;2014;1
11187380;"F03D1/00, F03D1/06, B05C5/02, B29C70/38, B29D99/00";2017-11-24;2017;52
11191545;"G01B11/16, F03D7/02, F03D7/04, F03D11/00";2012-06-19;2012;25
1111381;"F03D11/04";2001-09-28;2001;46
1114623;"F16H55/06";2001-11-16;2002;1
1114866;"C08L63/00, C08K3/36, H01B3/40";2001-12-14;2002;5
10833629;"F03B13/18, F03G3/00, F03B13/16, F03B13/20, F03B13/26, F03B17/02";2017-05-12;2017;24
10836288;"F03D11/04";2012-09-14;2012;42
6836361;"B63H1/06";2008-10-17;2008;47
6836361;"B63H1/06, B64C27/46";2015-09-18;2015;43
7003117;"F03D1/00, F03D11/00";2007-07-27;2007;35
11189992;"F03D11/00, G01R31/02, H02G13/00";2012-05-29;2012;22
11193302;"F16J15/00, F16J15/34, F16J15/447, F03D11/00, F03D7/02";2013-06-18;2013;25
11191728;"F03D11/00";2013-06-04;2013;23
11191778;"H02H3/02, B66B1/30, B66B5/00, H02J3/12, H02M7/5387";2012-03-14;2012;11
11704570;"B29C31/00, B29C33/22, B29C33/26, B29C33/34, B29C69/00, B29D99/00";2013-02-08;2013;11
11708139;"F04D29/38, F04D29/68";2012-11-30;2013;1
